업종,가게이름,평가점수,평가인원,리뷰갯수,주소,Latitude,Longitude,전화,영업시간,링크주소
치킨,굽네치킨 염창역점,3.7,13,34,서울 양천구 공항대로 644,37.546679,126.8764282,02-2648-9294,매일 12:00 ~ 23:00,https://place.map.kakao.com/514579645#review
치킨,명가통닭 본점,3.3,6,33,서울 동대문구 전농로 105 1층,37.5742909,127.057304,02-2215-3333,매일 13:00 ~ 24:00,https://place.map.kakao.com/1047284842#review
치킨,참나무숯불통닭,4.8,16,32,서울 영등포구 도림로 382,37.5050273,126.8975225,02-836-8228,영업시간 월~토 17:00 ~ 01:00,https://place.map.kakao.com/24769374#review
치킨,꼬꼬아찌숯불치킨 왕십리한양대점,1.9,9,32,서울 성동구 마조로1가길 7 사임당빌딩 1층,37.560451,127.039759,02-2293-8567,매일 15:00 ~ 02:00,https://place.map.kakao.com/1229275513#review
치킨,아웃닭 연신내점,4.2,9,31,서울 은평구 연서로29길 20-7 1층,37.6196497,126.9183981,02-6338-4469,"영업시간 토,일 15:00 ~ 01:00",https://place.map.kakao.com/838438667#review
치킨,한국통닭 종로3호점,4.4,21,31,서울 종로구 수표로 110-1,37.5710423,126.9894043,,매일 10:00 ~ 23:00,https://place.map.kakao.com/27494693#review
치킨,삼우치킨,3.3,12,31,서울 영등포구 시흥대로 671,37.4915989,126.9081623,02-844-9292,매일 13:00 ~ 01:00,https://place.map.kakao.com/10432160#review
치킨,감미치킨,4.1,16,31,서울 송파구 토성로 55,37.5293268,127.116351,02-488-1294,,https://place.map.kakao.com/16047009#review
치킨,계림원 남영숙대점,4,9,30,서울 용산구 한강대로87길 8,37.5444146,126.9714294,02-704-4747,영업시간 매일 17:00 ~ 02:00,https://place.map.kakao.com/27277069#review
치킨,닭만리 성신여대점,2.6,8,30,서울 성북구 보문로30라길 14 1층,37.5899521,127.0189634,0507-1327-2590,영업시간 매일 17:00 ~ 24:00,https://place.map.kakao.com/477769582#review
치킨,이수통닭 본점,3.1,28,30,"서울 서초구 방배천로 92 세앙아르비체 102동 107,108호",37.4845914,126.9833797,02-581-8892,영업시간 매일 15:00 ~ 01:30,https://place.map.kakao.com/762088017#review
치킨,깐부치킨 동대문역사문화공원역점,4,4,30,서울 중구 마른내로 146,37.5644862,127.0041286,02-989-8254,,https://place.map.kakao.com/255418185#review
치킨,우디가이드,3.4,5,29,서울 송파구 올림픽로 607 2층,37.5359892,127.1221607,02-488-1123,,https://place.map.kakao.com/264811039#review
치킨,다글다글,4.7,49,28,서울 관악구 남현길 63-5 1층,37.4740884,126.9762401,02-583-3231,매일 12:00 ~ 24:00,https://place.map.kakao.com/18358291#review
치킨,삼성통닭 본점,3.6,20,27,서울 성북구 고려대로24길 60,37.5834169,127.0293206,02-922-0077,매일 10:00 ~ 05:00,https://place.map.kakao.com/946837172#review
치킨,바른치킨 종각역점,4.8,16,25,서울 종로구 인사동3길 35 1층,37.5714629,126.9849723,02-722-7778,월~토 15:00 ~ 01:00,https://place.map.kakao.com/2036009778#review
치킨,BBQ 석촌2점,2,4,24,서울 송파구 석촌호수로18길 11,37.5059502,127.1012342,02-422-6459,매일 10:30 ~ 01:30,https://place.map.kakao.com/27407250#review
치킨,가본통닭,4.7,10,23,서울 동작구 노량진로26길 22,37.511407,126.9545244,02-812-7908,매일 12:00 ~ 21:00,https://place.map.kakao.com/12567362#review
치킨,종구네통닭,4.6,14,23,서울 동대문구 홍릉로1길 47,37.5801539,127.0422934,02-967-8449,매일 11:30 ~ 22:00,https://place.map.kakao.com/27446296#review
치킨,치킨선수 월곡점,4.3,3,23,서울 성북구 화랑로13길 7 2층,37.6037251,127.0425236,02-3292-3292,"영업시간 월,화,목,금,토,일 15:00 ~ 24:00",https://place.map.kakao.com/2093066276#review
치킨,참나무한방통닭 종로점,3.9,8,22,서울 종로구 돈화문로11길 23 1층 101호,37.572315,126.9901999,02-766-5592,매일 16:00 ~ 01:00,https://place.map.kakao.com/1239998911#review
치킨,금강바비큐치킨,4,13,22,서울 서초구 사평대로 349,37.5037705,127.0212934,02-511-0976,매일 11:00 ~ 07:00,https://place.map.kakao.com/2067214806#review
치킨,교촌치킨 등촌점,2.6,18,20,"서울 강서구 공항대로 509 우림보보카운티뷰 1동 1층 108-1,2호",37.5519512,126.8635645,02-2647-2328,매일 12:00 ~ 24:00,https://place.map.kakao.com/26486769#review
치킨,맥쓰 제기동점,1,1,20,서울 동대문구 왕산로 86 동대문푸르지오시티 오피스텔동 1층 108호,37.5777291,127.0328044,02-953-9897,영업시간 월~토 17:00 ~ 24:00,https://place.map.kakao.com/15772665#review
치킨,오븐에빠진닭 명동점,1.2,5,20,서울 중구 명동7길 21,37.5646918,126.9838429,02-3789-5892,,https://place.map.kakao.com/654839139#review
치킨,치르치르 명동역점,3.5,4,20,서울 중구 명동8가길 7 3층,37.5617209,126.9853909,02-3789-9737,매일 12:00 ~ 03:00,https://place.map.kakao.com/24484563#review
치킨,처갓집양념치킨 풍납점,3,2,20,"서울 송파구 올림픽로45길 21 1층 102, 103호",37.5272843,127.11578,0507-744-9927,매일 08:30 ~ 06:30,https://place.map.kakao.com/16061966#review
치킨,교촌치킨 안국점,5,1,20,서울 종로구 북촌로5길 43 1층,37.5792971,126.9825315,02-734-9992,"월,화,수,금,토,일 11:00 ~ 24:00",https://place.map.kakao.com/1859135475#review
치킨,맥쓰세계치킨 답십리점,0,0,19,서울 동대문구 답십리로 140 세기프라자 1층,37.5725253,127.0556845,02-2212-7277,영업시간 매일 16:00 ~ 01:00,https://place.map.kakao.com/732615149#review
치킨,참나라숯불바베큐치킨통닭,4,3,19,서울 영등포구 당산로 111 1층,37.5246812,126.8960165,02-3667-9292,월~토 15:00 ~ 01:00,https://place.map.kakao.com/1196749962#review
치킨,아웃닭 이대점,4.2,23,19,서울 서대문구 이화여대5길 16,37.5583996,126.9447807,02-363-4375,매일 14:30 ~ 24:00,https://place.map.kakao.com/651885428#review
치킨,푸라닭치킨 대방점,3.9,8,18,서울 영등포구 가마산로89길 8 1층,37.5049113,126.9217408,02-833-9206,영업시간 금~일 15:00 ~ 02:00,https://place.map.kakao.com/16376564#review
치킨,리얼후라이 중앙대본점,3.3,7,18,서울 동작구 흑석로 113 1층,37.5086866,126.9613522,02-813-1804,영업시간 매일 16:00 ~ 02:00,https://place.map.kakao.com/23925462#review
치킨,바른치킨 종로3가점,1.5,31,17,서울 종로구 수표로 105 육의전빌딩 1층,37.5705109,126.9891149,02-766-5851,매일 14:00 ~ 01:00,https://place.map.kakao.com/649026620#review
치킨,당신은지금치킨이땡긴다,1,1,17,서울 마포구 서강로9길 17 신촌금호아파트 104동 지하1층 주방18호,37.5526746,126.93203,,매일 15:00 ~ 24:00,https://place.map.kakao.com/17723918#review
치킨,광화문키친 본점,1,2,16,서울 종로구 삼봉로 81 두산위브파빌리온 1층 101호,37.5724549,126.9818024,02-738-8292,토 16:00 ~ 22:00,https://place.map.kakao.com/1731618497#review
치킨,삼통치킨 안암본점,3.9,14,16,서울 성북구 고려대로 92,37.589116,127.0182146,,매일 14:00 ~ 05:00,https://place.map.kakao.com/8556517#review
치킨,장구통,3.7,3,16,서울 은평구 진흥로 61,37.6025619,126.9206829,02-389-6692,,https://place.map.kakao.com/27197008#review
치킨,라피노야채치킨 공항점,4.4,7,15,서울 강서구 공항대로8길 11,37.5605323,126.8123614,02-2664-0868,월~토 12:00 ~ 24:00,https://place.map.kakao.com/8343780#review
치킨,참나무닭나라,4.8,17,15,서울 성북구 동소문로8길 12,37.5892652,127.0096491,02-766-9192,,https://place.map.kakao.com/427186769#review
치킨,경성치킨,3.2,15,15,"서울 종로구 율곡로4길 5 1,2층",37.575167,126.9822504,02-733-3365,,https://place.map.kakao.com/12098170#review
치킨,교촌치킨 숙대점,3.8,6,15,"서울 용산구 청파로47길 14 1, 2층",37.5449111,126.9696855,02-707-2577,매일 12:00 ~ 24:00,https://place.map.kakao.com/11245716#review
치킨,뽀뽀 치킨호프 본점,2.6,8,15,서울 중구 퇴계로 68-1,37.5591077,126.9797287,,매일 11:00 ~ 05:00,https://place.map.kakao.com/11486127#review
치킨,교촌치킨 발산점,1.3,6,14,서울 강서구 공항대로42길 12,37.5574211,126.8437684,02-2663-6077,매일 12:00 ~ 24:00,https://place.map.kakao.com/21239224#review
치킨,교촌치킨 대조점,2.7,11,14,서울 은평구 서오릉로 94 삼성타운아파트상가동 101호,37.608995,126.9216444,02-355-6173,매일 12:00 ~ 24:00,https://place.map.kakao.com/20524191#review
치킨,60계 마포역점,3.7,16,14,서울 마포구 마포대로4가길 11,37.5379378,126.9451725,02-716-6026,"토,일 12:00 ~ 23:00",https://place.map.kakao.com/2088300424#review
치킨,호치킨 문정점,4.3,3,14,서울 송파구 새말로8길 22,37.4809148,127.1265118,02-448-9393,,https://place.map.kakao.com/790176691#review
치킨,다코기 숙대점,3.8,4,14,서울 용산구 청파로45길 32,37.5445951,126.9688796,02-718-7888,,https://place.map.kakao.com/13572571#review
치킨,푸라닭치킨 개봉1호점,3.8,6,13,서울 구로구 경인로31길 68,37.5002103,126.8491399,02-2611-1519,매일 14:00 ~ 02:00,https://place.map.kakao.com/1806398039#review
치킨,순수치킨 상도점,5,1,13,서울 동작구 상도로38가길 5,37.5024448,126.947583,02-826-3392,매일 12:00 ~ 01:00,https://place.map.kakao.com/1236700368#review
치킨,호치킨 중앙대점,2.8,10,13,서울 동작구 서달로 165-1,37.5079828,126.9626751,02-3280-1550,매일 13:00 ~ 01:00,https://place.map.kakao.com/13081848#review
치킨,BBQ 성신여대점,2.5,13,12,서울 성북구 동소문로23길 4 1층,37.5938304,127.0177983,02-923-9282,화~일 14:00 ~ 24:00,https://place.map.kakao.com/1361947265#review
치킨,BHC치킨 숭실대점,2.3,21,12,서울 동작구 사당로 28,37.4811093,126.9794196,02-815-8799,매일 12:00 ~ 24:00,https://place.map.kakao.com/1236700368#review
치킨,교촌치킨 신대방점,2.2,10,12,서울 동작구 시흥대로 650,37.4894765,126.9073327,02-846-9992,매일 12:00 ~ 00:00,https://place.map.kakao.com/26644160#review
치킨,치킨인더키친 경복궁역점,4.6,9,12,서울 종로구 자하문로 20-1,37.5779193,126.9722264,,매일 15:00 ~ 02:00,https://place.map.kakao.com/26844956#review
치킨,계인전,4.1,12,11,서울 용산구 장문로 84 1층,37.5259352,126.9989077,070-7783-7007,영업시간 화~일 18:00 ~ 24:00,https://place.map.kakao.com/10710865#review
치킨,계림원 동대문점,2.6,5,11,서울 종로구 종로46길 22,37.5706038,127.0101849,02-744-9229,영업시간 매일 16:00 ~ 24:00,https://place.map.kakao.com/11593474#review
치킨,치킨플러스 홍대점,3.3,6,11,서울 마포구 와우산로30길 3 1층 102호,37.5544303,126.930238,02-336-7567,매일 13:00 ~ 23:00,https://place.map.kakao.com/17723918#review
치킨,푸라닭치킨 오류점,5,9,11,서울 구로구 천왕로 106 골드프라자 1층 105호,37.4954031,126.887369,02-2066-9206,,https://place.map.kakao.com/1802354603#review
치킨,지코바 거여1호점,0,0,10,서울 송파구 거마로 29,37.4955639,127.1438324,02-404-9280,매일 12:00 ~ 23:30,https://place.map.kakao.com/1365991125#review
치킨,푸라닭치킨 독립문역점,2.1,8,10,서울 종로구 송월길 99 1층 2101호,37.5707053,126.9644592,02-722-9206,매일 14:00 ~ 24:00,https://place.map.kakao.com/1738075944#review
치킨,원조전기마늘통닭 대림역본점,2.1,7,10,서울 구로구 도림천로 336,37.4949733,126.8937332,02-862-9233,,https://place.map.kakao.com/16502398#review
치킨,계성치킨 직영점,2.7,3,10,서울 관악구 남현길 18,37.4757499,126.9771705,02-585-9858,매일 12:00 ~ 24:00,https://place.map.kakao.com/19959503#review
치킨,푸라닭치킨 불광점,0,0,10,서울 은평구 불광로 90 대호프라자아파트 124호,37.6147032,126.9329567,02-356-9206,매일 11:00 ~ 01:00,https://place.map.kakao.com/1240828186#review
치킨,낭만치맥 영등포아크로타워점,4,4,10,서울 영등포구 국회대로54길 10 아크로타워스퀘어 1층 8호,37.5244579,126.9076599,02-2632-0425,매일 16:00 ~ 02:00,https://place.map.kakao.com/1314674415#review
치킨,동대문치킨,3,2,10,서울 종로구 종로 284,37.5707204,127.0101223,,매일 00:00 ~ 24:00,https://place.map.kakao.com/11593474#review
치킨,이춘봉인생치킨 왕십리점,3,2,10,서울 성동구 무학봉길 64 1층,37.5606604,127.0298899,02-2282-1992,영업시간 매일 16:00 ~ 02:00,https://place.map.kakao.com/1282214080#review
치킨,BHC치킨 태릉입구점,1.9,13,9,서울 노원구 공릉로 109 1층,37.6200889,127.0777185,02-949-9222,화~토 14:00 ~ 23:00,https://place.map.kakao.com/1422521863#review
치킨,BHC치킨 성신여대점,1.4,19,9,서울 성북구 동소문로20길 37-8,37.5908657,127.0173379,02-921-7979,매일 12:00 ~ 24:00,https://place.map.kakao.com/21932125#review
치킨,교촌치킨 묵동점,2,16,9,서울 중랑구 동일로 920 1층,37.6125542,127.0775737,02-948-1992,매일 12:00 ~ 24:00,https://place.map.kakao.com/14090913#review
치킨,바른치킨 잠실점,3,3,9,서울 송파구 삼전로 82 1층,37.505637,127.0895147,02-424-5851,매일 12:00 ~ 22:00,https://place.map.kakao.com/21289693#review
치킨,광화문치킨뽀끼 종로구청점,0,0,9,"서울 종로구 삼봉로 81 두산위브파빌리온 1층 143,144호",37.5724549,126.9818024,,월~토 11:00 ~ 02:00,https://place.map.kakao.com/16819196#review
치킨,페리카나 왕십리점,3,1,9,서울 성동구 무학봉15길 23,37.5631509,127.0303273,02-2293-8310,,https://place.map.kakao.com/1939894353#review
치킨,치킨매니아 길음점,4.3,3,8,"서울 성북구 동소문로 248 31,32호",37.602671,127.0236243,02-915-9914,매일 14:00 ~ 01:00,https://place.map.kakao.com/648711958#review
치킨,BHC치킨 당산점,2.8,6,8,서울 영등포구 당산로49길 9,37.5356001,126.9019328,02-2677-9290,매일 12:00 ~ 24:00,https://place.map.kakao.com/1885379343#review
치킨,훌랄라참숯불치킨 도림2점,5,1,8,서울 영등포구 도신로29길 6,37.5090263,126.9052777,02-831-9285,영업시간 매일 16:00 ~ 24:00,https://place.map.kakao.com/20528806#review
치킨,BHC치킨 명일점,2.5,8,8,서울 강동구 구천면로 502 1층,37.5490028,127.1539741,02-429-9279,매일 12:00 ~ 24:00,https://place.map.kakao.com/1684336606#review
치킨,푸라닭치킨 방학점,3.5,8,8,서울 도봉구 도봉로150길 31 1층 114호,37.6664804,127.0448997,02-956-9206,영업시간 매일 16:00 ~ 24:00,https://place.map.kakao.com/21327107#review
치킨,한국통닭 숭인동2호점,4.7,3,8,서울 종로구 종로 350,37.5729397,127.0163792,,매일 10:00 ~ 23:00,https://place.map.kakao.com/26975268#review
치킨,후라이드참잘하는집 공덕점,3.2,12,8,서울 마포구 만리재옛길 42,37.5476139,126.9567122,02-711-1666,매일 13:30 ~ 01:00,https://place.map.kakao.com/254844306#review
치킨,원조숯불통닭바베큐,4.6,5,8,서울 용산구 효창원로 97,37.5373562,126.9597428,02-716-4073,"월,수,목,금,토,일 16:00 ~ 23:00",https://place.map.kakao.com/15400084#review
치킨,교촌치킨 잠실2호점,2.7,13,8,서울 송파구 올림픽로35가길 9 잠실푸르지오월드마크 상가 1층,37.5175312,127.103575,02-417-9225,매일 12:00 ~ 24:00,https://place.map.kakao.com/224458123#review
치킨,티바두마리치킨 안암보문점,5,2,8,서울 성북구 안암로9가길 1 삼익아파트 5호,37.5814903,127.0248817,02-921-9288,매일 15:00 ~ 01:00,https://place.map.kakao.com/26305900#review
치킨,멕시카나치킨 종로점,4.7,6,8,서울 종로구 동순라길 102 1층,37.5751656,126.9959712,02-3673-0077,,https://place.map.kakao.com/64664225#review
치킨,굽네치킨 강남세곡점,3.6,11,8,"서울 강남구 밤고개로 227 지상1층 105호,106호",37.4737808,127.1065697,02-6952-7494,매일 12:00 ~ 24:00,https://place.map.kakao.com/771699447#review
치킨,옹골진치킨 외대점,5,8,8,서울 동대문구 이문로28길 15 2층,37.5954873,127.0607407,02-962-7292,,https://place.map.kakao.com/437660159#review
치킨,치킨플러스 성산점,5,5,8,서울 마포구 성암로7길 22 백명트랜디아파트상가 101호,37.5696474,126.9064953,02-309-9255,매일 15:00 ~ 01:00,https://place.map.kakao.com/1337488203#review
치킨,교촌치킨 동대문1호점,3.4,10,8,서울 종로구 종로 294 2층,37.5712073,127.0106909,02-2231-9337,매일 00:00 ~ 24:00,https://place.map.kakao.com/16039118#review
치킨,바른치킨 송파풍납점,3,3,8,서울 송파구 풍성로26길 53,37.5295098,127.1163613,02-472-3232,,https://place.map.kakao.com/2049103231#review
치킨,BBQ 홍은점,1.7,3,8,서울 서대문구 통일로 510 북한산더샵 상가동 지하2층 117-A호,37.5927053,126.9416772,02-379-4236,매일 10:30 ~ 05:00,https://place.map.kakao.com/1036820213#review
치킨,자담치킨 서울양천향교점,4.3,7,7,서울 강서구 강서로 511 104호,37.5709705,126.8414444,02-3662-1636,매일 15:00 ~ 11:00,https://place.map.kakao.com/27383306#review
치킨,천하일미강정치킨 거여점,2.9,7,7,서울 송파구 거마로 6 1층,37.4935386,127.1448589,02-6225-1554,매일 15:00 ~ 02:00,https://place.map.kakao.com/1365991125#review
치킨,후라이드참잘하는집 서강대점,3.6,10,7,서울 마포구 독막로 151,37.5476528,126.93025,02-336-6668,매일 11:00 ~ 01:00,https://place.map.kakao.com/18767001#review
치킨,계동치킨 금호점,5,5,7,서울 성동구 장터길 33,37.5484193,127.0196812,02-2232-9245,매일 14:00 ~ 01:30,https://place.map.kakao.com/20610781#review
치킨,한국통닭 신촌점,3.2,12,7,서울 마포구 신촌로 76 1층,37.5557273,126.9342735,,매일 11:00 ~ 23:30,https://place.map.kakao.com/763496937#review
치킨,계모임,4.4,7,7,서울 중구 중림로 39 1층 2호,37.5578358,126.9676468,02-6338-9652,,https://place.map.kakao.com/27276847#review
치킨,60계 문래점,2.9,14,7,서울 영등포구 문래로 33 문래크라운팰리스 101동 101호,37.5190993,126.8945465,02-2633-6099,매일 12:00 ~ 23:30,https://place.map.kakao.com/1124103831#review
치킨,순수치킨 보문점,3,2,7,서울 성북구 보문로13나길 16,37.5794098,127.0217635,02-924-3392,"토,일 12:00 ~ 00:30",https://place.map.kakao.com/1993921442#review
치킨,60계 서울아현점,2.8,5,7,서울 마포구 마포대로 173-15 상가동 104호,37.5498579,126.9544187,02-702-2380,,https://place.map.kakao.com/8186226#review
치킨,더블플레이치킨 염창점,0,0,7,서울 강서구 양천로73길 5 삼성하나로아파트상가동 1층,37.5516302,126.8717139,02-6013-9321,"영업시간 금,토 16:00 ~ 02:00",https://place.map.kakao.com/1068147074#review
치킨,치킨플러스 응봉점,0,0,7,서울 성동구 독서당로 380,37.5496984,127.0307676,02-2298-0515,,https://place.map.kakao.com/483605972#review
치킨,한강치킨 본점,1.9,27,7,서울 용산구 이촌로75길 12,37.5203788,126.9742708,02-795-2668,매일 12:00 ~ 02:00,https://place.map.kakao.com/11892440#review
치킨,마틸다바베큐치킨 본점,4.7,6,7,서울 서초구 신반포로 219 반포쇼핑타운 8동 지하 5~8호,37.5057649,127.0023022,02-594-7592,매일 15:00 ~ 24:00,https://place.map.kakao.com/20545308#review
치킨,삼보치킨호프,3.8,4,7,서울 종로구 종로33길 4,37.5712835,127.0015499,02-764-9292,매일 11:30 ~ 23:00,https://place.map.kakao.com/8549504#review
치킨,오븐에빠진닭 경복궁역점,3,1,7,서울 종로구 자하문로 5 2층,37.5765812,126.9722165,02-738-5892,매일 15:00 ~ 02:00,https://place.map.kakao.com/1279070934#review
치킨,매일치킨,4.7,3,7,서울 종로구 율곡로19길 9,37.5759599,127.0054,02-763-4636,영업시간 월~토 17:00 ~ 04:00,https://place.map.kakao.com/9027240#review
치킨,교촌치킨 왕십리1호점,2.4,18,7,서울 성동구 왕십리로 363 1층,37.5639775,127.0297054,02-2293-9985,매일 12:00 ~ 24:00,https://place.map.kakao.com/8211598#review
치킨,치킨마루 왕십리센트라스점,4.5,2,7,서울 성동구 왕십리로 410 상가 H동 B01호,37.5549336,127.0367427,02-2282-3323,,https://place.map.kakao.com/1939894353#review
치킨,푸라닭치킨 장안1호점,3,5,7,서울 동대문구 한천로 264 106호,37.5842639,127.0683488,02-2242-9206,매일 12:00 ~ 24:00,https://place.map.kakao.com/1034643626#review
치킨,푸라닭치킨 숙명여대점,5,3,6,서울 용산구 한강대로 332,37.547899,126.9720627,02-772-9207,매일 12:00 ~ 24:00,https://place.map.kakao.com/1886232596#review
치킨,오븐에빠진닭 서울역점,1,2,6,서울 중구 세종대로 7,37.5609468,126.9724922,02-776-5892,매일 14:30 ~ 01:00,https://place.map.kakao.com/10815460#review
치킨,후라이드참잘하는집 한성대점,4.2,9,6,서울 성북구 동소문로6길 22 1층,37.588203,127.0084799,02-3673-1112,매일 13:00 ~ 12:50,https://place.map.kakao.com/20944991#review
치킨,쌀쌀맞은닭 서울역점,4,1,6,서울 용산구 후암로 107 1층,37.5534569,126.973546,,,https://place.map.kakao.com/10584633#review
