업종,가게이름,평가점수,평가인원,리뷰갯수,주소,Latitude,Longitude,전화,영업시간,링크주소
카페,블루보틀 삼청 카페,3.2,146,"1,011",서울 종로구 북촌로5길 76 1~3층,37.5801151,126.9808482,02-6212-6998,매일 10:00 ~ 20:00,https://place.map.kakao.com/353512935#review
피자,자가제빵선명희피자 면목점,4.9,9,933,서울 중랑구 면목로48길 11,37.5822511,127.0893784,02-6015-7124,매일 11:00 ~ 22:30,https://place.map.kakao.com/1060755548#review
양식,리틀넥 청담,3.9,118,922,서울 강남구 도산대로51길 17 1층,37.5241748,127.0377523,02-792-1476,매일 11:00 ~ 21:30,https://place.map.kakao.com/41523202#review
떡볶이,애플하우스,3,224,907,서울 서초구 신반포로 50,37.5017467,126.9901286,02-595-1629,,https://place.map.kakao.com/10587024#review
"돈까스,우동",간코,3.8,23,885,서울 마포구 양화로3길 15,37.5496003,126.9114599,,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,https://place.map.kakao.com/1709213598#review
"호프,요리주점",원조만선호프 노가리체인본점,2,234,856,서울 중구 을지로13길 19 1층,37.5672187,126.991773,02-2274-1040(팩스),매일 12:00 ~ 24:00,https://place.map.kakao.com/10402135#review
카페,카페노티드 안국,3.2,146,855,서울 종로구 북촌로 6-3 1층,37.5774613,126.9860468,0507-1337-9973,매일 10:00 ~ 21:00,https://place.map.kakao.com/1974266862#review
카페,맘마미아,3,75,844,서울 강남구 압구정로42길 45,37.5258876,127.034644,02-511-0620,매일 10:00 ~ 23:00,https://place.map.kakao.com/1168471307#review
양식,바비레드 강남본점,4.5,471,840,서울 강남구 봉은사로6길 39 지하1층,37.5026295,127.0278967,02-3452-1515,매일 11:30 ~ 22:00,https://place.map.kakao.com/18076495#review
햄버거,다운타우너 안국,4,151,834,서울 종로구 북촌로 6-4 1층,37.5774194,126.9863044,0507-1349-3696,매일 11:00 ~ 21:00,https://place.map.kakao.com/34237220#review
국수,진주집,3.7,265,815,서울 영등포구 국제금융로6길 33 여의도백화점 지하1층,37.5206978,126.9268688,02-780-6108,토 10:00 ~ 19:00,https://place.map.kakao.com/8094563#review
떡볶이,신토불이떡볶이 본점,3.1,229,808,서울 광진구 자양로43길 42 1층,37.5525068,127.090441,,화~일 11:00 ~ 23:00,https://place.map.kakao.com/13319252#review
"제과,베이커리",러스트베이커리,2.9,85,796,서울 영등포구 경인로79길 15 1층,37.5131497,126.8937036,070-8805-0815,매일 11:30 ~ 21:30,https://place.map.kakao.com/1456174621#review
햄버거,제스티살룬,4.1,176,790,서울 성동구 서울숲2길 19 2층,37.5470897,127.0408946,02-2205-2622,화~일 11:30 ~ 21:30,https://place.map.kakao.com/1965582130#review
피자,파이프그라운드,4,94,780,서울 용산구 한남대로27길 66 지하 1층,37.5396132,127.0029806,02-793-1500,금~일 10:30 ~ 22:00,https://place.map.kakao.com/2069090006#review
디저트카페,프릳츠 도화점,3.8,224,778,서울 마포구 새창로2길 17,37.5409755,126.9490468,02-3275-2045,,https://place.map.kakao.com/24529429#review
도넛,올드페리도넛,3.6,156,775,서울 용산구 한남대로27길 66 2층,37.5396132,127.0029806,02-6015-2022,"월,수,목,금,토,일 11:00 ~ 22:00",https://place.map.kakao.com/802213706#review
디저트카페,레이어드 연남점,2.7,125,769,서울 마포구 성미산로 161-4,37.5649551,126.9241766,,매일 11:00 ~ 23:00,https://place.map.kakao.com/502958473#review
디저트카페,카페캠프통 압구정살롱점,3.4,36,761,서울 강남구 압구정로42길 27,37.5269785,127.0352714,02-3445-0369,매일 12:00 ~ 19:00,https://place.map.kakao.com/858715549#review
"육류,고기",하누에뜰,3.6,16,754,서울 중구 동호로 207,37.5561829,127.009133,02-2234-1771,매일 11:00 ~ 22:00,https://place.map.kakao.com/26352234#review
카페,호랑이,3.4,165,752,서울 중구 을지로 157 대림상가 3층 라열 351호,37.5669489,126.9954313,02-2269-5880,화~토 11:00 ~ 21:00,https://place.map.kakao.com/1709558766#review
햄버거,다운타우너 잠실,4,154,739,서울 송파구 백제고분로45길 3 1층,37.508994,127.1106446,0507-1317-3696,매일 11:00 ~ 21:10,https://place.map.kakao.com/1951923315#review
퓨전요리,구구당,3.8,145,729,서울 강남구 강남대로102길 35,37.5032617,127.0278723,02-539-1979,매일 11:30 ~ 22:00,https://place.map.kakao.com/260283466#review
"육류,고기",다케오호르몬데판야끼 송리단길점,2.3,32,722,서울 송파구 백제고분로45길 8 1층,37.5093077,127.1106601,070-4468-6654,매일 11:00 ~ 22:00,https://place.map.kakao.com/1112770031#review
커피전문점,커피한약방,3.8,163,721,서울 중구 삼일대로12길 16-6,37.5665301,126.9885936,070-4148-4242,월~토 11:00 ~ 22:00,https://place.map.kakao.com/10402135#review
국수,메밀잔치,4.4,30,721,서울 은평구 대서문길 7 1층,37.6522723,126.9385581,02-357-8333,"월,화,목,금,토,일 11:00 ~ 18:00",https://place.map.kakao.com/372548260#review
해장국,중앙해장,4,290,719,서울 강남구 영동대로86길 17 육인빌딩 1층,37.5082379,127.0653515,02-558-7905,화~토 00:00 ~ 24:00,https://place.map.kakao.com/27531028#review
"육류,고기",금돼지식당,3.7,174,710,서울 중구 다산로 149,37.5570519,127.0116533,0507-1307-8750,"토,일 12:00 ~ 24:00",https://place.map.kakao.com/1065693087#review
디저트카페,랑데자뷰 상수점,3.7,26,690,서울 마포구 와우산로13길 49,37.5484158,126.9208247,070-4255-5656,매일 12:00 ~ 00:00,https://place.map.kakao.com/1902772928#review
"호프,요리주점",아트몬스터 영등포역점,4.1,7,690,서울 영등포구 영등포로42길 23,37.5173733,126.9069114,02-2635-0304,,https://place.map.kakao.com/1676834797#review
양식,소금집델리 망원,3.9,231,689,서울 마포구 월드컵로19길 14 2층,37.5567812,126.9082057,02-336-2617,화~일 11:00 ~ 21:50,https://place.map.kakao.com/256064588#review
카페,레이어드,3,173,687,서울 종로구 북촌로2길 2-3,37.5776998,126.9859145,,"토,일 10:00 ~ 22:00",https://place.map.kakao.com/826692169#review
"육류,고기",무한야끼,3.9,61,683,서울 강서구 마곡중앙6로 42 사이언스타 212호,37.5601828,126.8314155,02-3663-9252,"토,일 12:00 ~ 24:00",https://place.map.kakao.com/1091054319#review
양식,세상의모든아침 여의도점,3.1,124,680,"서울 영등포구 여의대로 24 전경련회관 50, 51층",37.522317,126.9201153,02-2055-4442,크타임매일 16:00 ~ 17:00,https://place.map.kakao.com/27353169#review
햄버거,다운타우너 한남,4.1,210,679,서울 용산구 대사관로5길 12 1층,37.5348052,127.0008416,0507-1405-3696,매일 11:30 ~ 21:30,https://place.map.kakao.com/1312159706#review
냉면,우래옥 본점,3.9,432,672,서울 중구 창경궁로 62-29,37.5681851,126.9987092,02-2265-0151,화~일 11:30 ~ 21:30,https://place.map.kakao.com/8025375#review
"초밥,롤",스시오 건대점,1.7,107,659,서울 광진구 능동로 141,37.5433626,127.0719699,02-463-5955,매일 11:00 ~ 22:00,https://place.map.kakao.com/21326892#review
한식,원조순희네육회빈대떡,2.9,177,653,서울 종로구 종로32길 5,37.5705817,127.000708,02-2264-7774,매일 09:00 ~ 22:30,https://place.map.kakao.com/18755777#review
디저트카페,할아버지공장,3.2,117,652,서울 성동구 성수이로7가길 9,37.5410836,127.0549046,010-3934-2301,매일 11:00 ~ 22:30,https://place.map.kakao.com/1301973155#review
도넛,랜디스도넛 연남점,3.4,147,647,서울 마포구 동교로 247,37.5619931,126.9241389,02-322-0621,매일 11:00 ~ 22:00,https://place.map.kakao.com/935403876#review
"제과,베이커리",쟝블랑제리,3.8,268,638,서울 관악구 낙성대역길 8,37.4771481,126.9619528,02-889-5170,매일 07:20 ~ 22:00,https://place.map.kakao.com/16990385#review
샤브샤브,온천집 익선,3.8,117,636,서울 종로구 돈화문로11나길 31-8 1층,37.5740217,126.9897964,02-762-8215,매일 11:30 ~ 21:30,https://place.map.kakao.com/1803090740#review
분식,남도분식 익선점,3.1,29,634,서울 종로구 수표로28길 33 1층,37.5731068,126.9900613,02-763-7778,매일 11:30 ~ 21:30,https://place.map.kakao.com/763250184#review
일식,텐동요츠야,3.8,281,631,서울 관악구 관악로14길 35 1층,37.4789211,126.954465,,화~일 12:00 ~ 21:00 · 브레이크타임 화~일 14:30 ~ 17:00,https://place.map.kakao.com/1226967920#review
양식,돈부리파스타 익선점,3.4,57,631,서울 종로구 수표로28길 33-10 1층,37.5735026,126.9901997,02-742-0502,크타임매일 15:00 ~ 17:00,https://place.map.kakao.com/1821006474#review
아구,약수동해물텀벙 약수동본점,3.6,21,630,서울 중구 다산로10길 11 1층,37.5535287,127.0107809,02-2253-9588,매일 11:00 ~ 22:30,https://place.map.kakao.com/12068344#review
순대,청와옥 석촌호수직영점,3.3,55,625,서울 송파구 삼학사로 96,37.5056519,127.0974409,02-422-0550,매일 00:00 ~ 24:00,https://place.map.kakao.com/1228208521#review
테마카페,꽁티드툴레아 도산점,3.1,56,623,서울 강남구 도산대로49길 39 1층,37.5255247,127.0368785,070-8846-8490,월~토 11:00 ~ 24:00,https://place.map.kakao.com/179244712#review
"제과,베이커리",만동제과,4.3,149,620,서울 서대문구 연희로 32,37.5775764,126.9374318,02-6489-2334,매일 00:00 ~ 24:00,https://place.map.kakao.com/1165755646#review
"스테이크,립",양키스그릴,3.8,35,619,서울 영등포구 도림로 434-9 1층 102호,37.5147465,126.8949763,070-8836-2819,크타임매일 15:30 ~ 17:00,https://place.map.kakao.com/2137063082#review
햄버거,다운타우너 청담,4.2,150,617,서울 강남구 도산대로53길 14 1층,37.5239697,127.0385581,0507-1422-9399,매일 11:00 ~ 21:00,https://place.map.kakao.com/1458885971#review
분식,수아당,3.8,45,615,"서울 성북구 동소문로20가길 33 1,2층",37.5930311,127.0180081,02-926-0625,매일 08:00 ~ 20:00,https://place.map.kakao.com/423978426#review
양식,성수다락,3.6,68,600,"서울 성동구 뚝섬로9길 20 2,3층",37.5398975,127.0562186,02-467-9197,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 16:30,https://place.map.kakao.com/2092039626#review
"호프,요리주점",아트몬스터 을지로점,3.8,21,600,서울 중구 수표로 52 2층,37.5657336,126.9899638,02-2272-6110,토 15:00 ~ 01:00,https://place.map.kakao.com/600354756#review
디저트카페,땡스오트 연남점,4.2,79,588,서울 마포구 성미산로23길 68,37.5662458,126.9198759,02-3144-0890,매일 11:00 ~ 21:00,https://place.map.kakao.com/966554753#review
동남아음식,소이연남,3.9,218,588,서울 마포구 동교로 267,37.5634863,126.9253512,02-323-5130,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,https://place.map.kakao.com/25479306#review
디저트카페,라라브레드 송파점,3.8,133,585,서울 송파구 오금로16길 4,37.5110989,127.1090937,1800-1990,매일 10:00 ~ 22:00,https://place.map.kakao.com/702337989#review
디저트카페,어반플랜트,4.2,181,585,"서울 마포구 독막로4길 3 1,2층",37.5478524,126.9171527,070-4192-0378,매일 10:00 ~ 22:00,https://place.map.kakao.com/447132083#review
햄버거,버거파크 혜화점,4.4,82,579,서울 종로구 대학로11길 5 1층,37.5821259,127.0013632,02-747-3005,매일 11:30 ~ 22:00,https://place.map.kakao.com/1252440966#review
국수,사발,3.5,66,575,서울 종로구 사직로8길 34 경희궁의아침 3단지 1층 142호,37.5732644,126.9719961,02-720-4845,"토,일 11:30 ~ 20:00",https://place.map.kakao.com/11834457#review
순대,청와옥 본점,3.4,83,567,서울 송파구 위례성대로 48 반도빌딩 1층 102호,37.515288,127.1175109,02-416-3456,매일 00:00 ~ 24:00,https://place.map.kakao.com/1677426767#review
카페,랑데자뷰 강남점,3.4,53,566,서울 강남구 봉은사로6길 39 1층,37.5026477,127.0279289,02-552-0204,매일 11:00 ~ 23:00,https://place.map.kakao.com/714214219#review
중식,목란,3.1,133,563,서울 서대문구 연희로15길 21,37.5683426,126.9304738,02-732-0054,화~일 12:00 ~ 21:00,https://place.map.kakao.com/21359554#review
퓨전일식,단디 송리단길본점,3.6,118,558,서울 송파구 백제고분로45길 7 1층,37.5091835,127.1103132,02-412-5335,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,https://place.map.kakao.com/603376150#review
"제과,베이커리",어글리베이커리,3.1,168,556,서울 마포구 월드컵로13길 73,37.554997,126.9060429,02-338-2018,수~일 12:00 ~ 21:00,https://place.map.kakao.com/828640256#review
"돈까스,우동",경양카츠 연남점,4,85,555,서울 마포구 동교로 238-1 1층,37.5611095,126.9244719,070-7543-5445,크타임매일 14:30 ~ 17:00,https://place.map.kakao.com/2123242037#review
일식,다케오호르몬데판야끼,2.9,69,549,서울 중구 을지로12길 14 1층,37.5656254,126.9910044,02-2261-4723,매일 11:00 ~ 23:00,https://place.map.kakao.com/1478895141#review
카페,커피앤시가렛,3.8,80,546,서울 중구 서소문로 116 유원빌딩 17층,37.5627296,126.9739978,02-777-7557,토 11:00 ~ 21:00,https://place.map.kakao.com/27143566#review
일식,대막,3.6,95,544,서울 강남구 압구정로46길 75 1층,37.5238076,127.0366992,02-516-5056,매일 12:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:30,https://place.map.kakao.com/1415112461#review
양식,소금집델리 안국,3.6,131,541,서울 종로구 북촌로4길 19 1층,37.5794245,126.9862387,02-766-2617,화~일 11:00 ~ 21:50,https://place.map.kakao.com/185267351#review
커피전문점,더스팟 패뷸러스,4,90,541,"서울 중구 명동2길 22 1,2층",37.5621715,126.9824736,02-779-1981,매일 10:30 ~ 22:00,https://place.map.kakao.com/87323834#review
디저트카페,캐틀앤비 양재천점,1.9,81,540,서울 서초구 양재천로 131,37.4787848,127.0418938,02-578-2737,매일 09:00 ~ 23:00,https://place.map.kakao.com/559888657#review
"육류,고기",숙달돼지 종각점,1.9,11,534,서울 종로구 종로8길 15 1층,37.5693614,126.9840998,02-737-5201,매일 11:00 ~ 22:00,https://place.map.kakao.com/650374759#review
"제과,베이커리",태극당,3.2,149,533,서울 중구 동호로24길 7,37.5595093,127.0050347,02-2279-3152,매일 08:00 ~ 21:00,https://place.map.kakao.com/8552691#review
퓨전한식,호족반 청담,3.6,69,529,서울 강남구 언주로164길 39,37.5254163,127.0367351,0507-1399-3353,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:30 ~ 17:30,https://place.map.kakao.com/856589054#review
디저트카페,썸띵어바웃커피,3.8,73,529,서울 강남구 강남대로102길 30 1~3층,37.5027899,127.0278026,,매일 12:00 ~ 23:00,https://place.map.kakao.com/2005375589#review
일식,킷사서울,2.9,75,526,서울 관악구 남부순환로226길 31 2층,37.4791861,126.9537648,02-878-7444,"월,수,목,금,토,일 11:30 ~ 22:00 · 브레이크타임 월,수,목,금,토,일 15:00 ~ 17:00",https://place.map.kakao.com/1153635092#review
양식,바비레드 홍대점,4.1,71,526,서울 마포구 독막로15길 25,37.5487616,126.9218813,02-3142-1516,업기간 2021년 7월 26일 ~ 2021년 12월 31일,https://place.map.kakao.com/24060955#review
카페,호텔707,3.1,74,524,서울 영등포구 도림로139길 2-2,37.5146431,126.8933592,02-2636-8694,"금,토 11:00 ~ 02:00",https://place.map.kakao.com/1407569042#review
카페,1인1잔,3.6,66,520,"서울 은평구 연서로 534 1,2층",37.6410605,126.9378889,02-355-1111,화~일 10:00 ~ 21:00,https://place.map.kakao.com/670102239#review
냉면,진미평양냉면,3.7,190,518,서울 강남구 학동로 305-3 정각빌딩 1층,37.5161072,127.0360301,02-515-3469,매일 11:00 ~ 21:30,https://place.map.kakao.com/27584230#review
카페,아우프글렛 금호점,3.1,74,517,서울 성동구 독서당로51길 7 1층,37.5488374,127.0262191,,매일 12:00 ~ 22:00,https://place.map.kakao.com/2030999010#review
"초밥,롤",은행골 강남역점,3.7,100,517,서울 서초구 서초대로75길 34 3층,37.5005426,127.0251706,02-592-4988,월~토 11:00 ~ 22:30,https://place.map.kakao.com/706760579#review
닭요리,장인닭갈비 강남점,3.2,163,517,서울 강남구 테헤란로1길 19 지하1층,37.4995662,127.0275062,02-3452-3441,매일 11:00 ~ 23:00,https://place.map.kakao.com/95713992#review
냉면,을밀대 본점,4,282,514,서울 마포구 숭문길 24,37.5474432,126.9455146,02-717-1922,매일 11:00 ~ 22:00,https://place.map.kakao.com/25048467#review
이탈리안,페스타마레 건대점,2.6,21,506,서울 광진구 동일로20길 114 2층,37.5394881,127.0695761,02-497-9982,매일 11:30 ~ 22:00,https://place.map.kakao.com/8114519#review
디저트카페,딩가케이크,2.6,97,505,서울 마포구 동교로29길 68,37.5633608,126.9220546,,매일 11:30 ~ 21:00,https://place.map.kakao.com/320756645#review
감자탕,소문난성수감자탕,3.1,214,498,서울 성동구 연무장길 45,37.5428492,127.0544003,02-465-6580,매일 00:00 ~ 24:00,https://place.map.kakao.com/13289056#review
태국음식,살라댕방콕,2.8,79,495,서울 종로구 돈화문로11다길 40,37.5737838,126.9898981,02-764-8215,크타임매일 15:00 ~ 17:00,https://place.map.kakao.com/250704401#review
수제비,삼청동수제비,2.7,222,495,서울 종로구 삼청로 101-1,37.5844951,126.9818969,02-735-2965,매일 11:00 ~ 21:00,https://place.map.kakao.com/13559837#review
피자,보니스피자펍,3.8,209,492,서울 용산구 신흥로3길 2,37.5411489,126.9869201,02-792-0303,토 11:30 ~ 22:00,https://place.map.kakao.com/18489028#review
이탈리안,로니로티 건대점,3.8,71,492,서울 광진구 아차산로 225 3층,37.5408751,127.0684635,02-498-7999,매일 11:30 ~ 23:00,https://place.map.kakao.com/21929635#review
카페,덕수궁 리에제와플,3.5,129,491,서울 중구 덕수궁길 5 1층,37.5647558,126.9764404,02-318-5202,"토,일 09:00 ~ 21:30",https://place.map.kakao.com/243733683#review
"호프,요리주점",아트몬스터 성수동점,3.9,16,487,서울 성동구 성수일로8길 16,37.5462242,127.0522268,02-465-6110,영업시간 토 15:00 ~ 24:00,https://place.map.kakao.com/1787967425#review
양식,어글리스토브 강남역점,3.4,57,482,서울 강남구 강남대로98길 20 1층,37.5007641,127.0282168,02-558-8459,매일 10:30 ~ 22:30,https://place.map.kakao.com/25891059#review
양식,을지로미팅룸,2.6,69,482,"서울 중구 을지로12길 19 2,3층",37.5652184,126.9910326,02-2261-0709,크타임매일 15:00 ~ 17:00,https://place.map.kakao.com/16876535#review
카페,카페스콘,3.4,47,480,서울 마포구 성미산로 172,37.5640582,126.9247272,02-323-7076,매일 10:00 ~ 22:00,https://place.map.kakao.com/975758911#review
분식,보슬보슬,3.3,107,478,서울 강남구 테헤란로8길 22,37.4973823,127.0315957,02-6014-1245,매일 08:00 ~ 21:00,https://place.map.kakao.com/1863534623#review
카페,청수당,3.6,96,473,서울 종로구 돈화문로11나길 31-9,37.573854,126.9897795,0507-1318-8215,매일 11:30 ~ 22:00,https://place.map.kakao.com/11162975#review
디저트카페,적당,3.8,74,473,서울 중구 을지로 29 1층,37.5664434,126.981022,0507-1312-8928,매일 10:00 ~ 22:00,https://place.map.kakao.com/1345866783#review
"호프,요리주점",올드문래,3.8,90,471,서울 영등포구 도림로 433-6 1층,37.5138911,126.8942605,02-6326-4336,목~토 10:00 ~ 02:00,https://place.map.kakao.com/266428861#review
카페,정월,3.8,61,470,서울 강남구 강남대로102길 46 1층,37.5036192,127.0286107,02-6013-0926,매일 11:00 ~ 23:00,https://place.map.kakao.com/1106428073#review
양식,바비레드 종로점,4.6,222,467,서울 종로구 종로 51 종로타워 지하2층 211호,37.5707727,126.983525,02-736-1517,매일 11:00 ~ 21:30,https://place.map.kakao.com/339246980#review
카페,랑데자뷰 서교점,4,46,467,서울 마포구 월드컵북로5길 53,37.5560443,126.9161412,,월~토 10:00 ~ 23:00,https://place.map.kakao.com/23734945#review
"해물,생선",나정순할매쭈꾸미,4,159,467,서울 동대문구 무학로 144,37.5770555,127.0307346,02-928-0231,크타임월~토 14:30 ~ 17:00,https://place.map.kakao.com/27175293#review
감자탕,이성원쉐프의 청년감자탕순대국 방이동본점,3.7,46,466,서울 송파구 오금로19길 5,37.5103526,127.1131249,02-3431-9252,매일 10:00 ~ 22:00,https://place.map.kakao.com/1725993763#review
설렁탕,대한옥,3.2,88,466,서울 영등포구 영등포로51길 6,37.5193192,126.9108683,02-2633-5052,월~토 11:00 ~ 21:00,https://place.map.kakao.com/12048202#review
패스트푸드,쉐이크쉑 두타점,3.2,75,466,서울 중구 장충단로 275 1층,37.5689316,127.0087977,02-3398-4003,"금,토 10:30 ~ 22:30",https://place.map.kakao.com/550495863#review
국수,평이담백뼈칼국수,3.2,44,462,서울 마포구 양화로7길 84,37.5542872,126.9138737,02-336-3454,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,https://place.map.kakao.com/2080551677#review
양식,스케줄 청담,3.1,71,460,서울 강남구 선릉로152길 37 지하1층,37.5246112,127.0426668,02-548-3356,매일 11:00 ~ 22:00,https://place.map.kakao.com/1950123074#review
삼겹살,진바식당 보광3호점,5,1,459,서울 용산구 장문로 77 102호,37.5261211,126.9983022,,영업시간 매일 17:00 ~ 01:00,https://place.map.kakao.com/10710865#review
퓨전일식,진작,3.7,117,457,서울 중구 수표로12길 12 1층,37.5639254,126.990818,02-2285-4484,"토,일 11:30 ~ 21:30",https://place.map.kakao.com/2029456983#review
양식,울프강스테이크하우스,3.7,96,457,서울 강남구 선릉로152길 21 영인빌딩 1층,37.5244653,127.0414525,02-556-8700,매일 10:00 ~ 23:00,https://place.map.kakao.com/26572124#review
"해물,생선",연어롭다,3.7,95,455,서울 마포구 동교로38길 42 지하1층,37.5610177,126.9256639,02-324-8300,,https://place.map.kakao.com/1689615887#review
북카페,1984,3.8,44,454,서울 마포구 동교로 194 혜원빌딩 1층,37.5573343,126.9228434,02-325-1984,매일 10:00 ~ 24:00,https://place.map.kakao.com/23634722#review
"육류,고기",고을래 이베리코흑돼지 사당점,3.3,4,452,서울 동작구 남부순환로269길 8,37.4771154,126.9784679,02-3474-9289,매일 11:00 ~ 22:30,https://place.map.kakao.com/2032682707#review
카페,프릳츠 양재점,3.9,111,448,서울 서초구 강남대로37길 24-11 서림빌딩 1층,37.4853311,127.0321832,02-521-4148,"토,일 10:00 ~ 21:00",https://place.map.kakao.com/554364299#review
국수,광화문미진 본점,3.2,252,447,서울 종로구 종로 19 르메이에르 종로타운 1층,37.5709593,126.9798759,02-732-1954,매일 10:00 ~ 21:30,https://place.map.kakao.com/339246980#review
일식,미쁘동,3.8,133,447,서울 마포구 동교로38길 33-21 2층,37.5620619,126.9261572,070-4242-1881,"금,토 11:00 ~ 23:00",https://place.map.kakao.com/1087043762#review
"곱창,막창",제일곱창,3.8,77,447,서울 성동구 고산자로 281 1층,37.5648058,127.0360051,,월~토 15:00 ~ 22:00,https://place.map.kakao.com/1784439722#review
"제과,베이커리",북한산제빵소,2.3,66,443,서울 은평구 연서로48길 52,37.6394694,126.9400192,02-352-3548,"토,일 10:00 ~ 20:00",https://place.map.kakao.com/696486954#review
갈비,갈빗,3.9,23,442,서울 영등포구 도림로125길 14,37.5129802,126.8949435,02-2638-0012,매일 12:00 ~ 24:00,https://place.map.kakao.com/1407569042#review
이탈리안,온량,3.8,127,442,서울 성동구 서울숲4길 26-10 1층,37.5468691,127.0434697,02-6403-3643,매일 12:00 ~ 21:00,https://place.map.kakao.com/1493852185#review
피자,노모어피자,3.5,22,442,서울 강남구 언주로164길 34-2 1층,37.525244,127.0361637,02-6080-3417,,https://place.map.kakao.com/8203089#review
갤러리카페,사유,3.1,87,441,서울 용산구 이태원로54길 5,37.5379959,127.0019158,02-2289-9050,매일 11:00 ~ 22:00,https://place.map.kakao.com/256884650#review
카페,카페노티드 서래,3.2,62,440,서울 서초구 방배로32길 30-9 1층,37.4914079,126.993381,02-599-9377,매일 09:00 ~ 21:00,https://place.map.kakao.com/1877580394#review
중화요리,송죽장,2.6,173,440,서울 영등포구 문래로 203,37.5182114,126.9046887,02-2678-1323,크타임매일 15:30 ~ 17:00,https://place.map.kakao.com/10546066#review
"호프,요리주점",아트몬스터 익선동점,4,29,438,서울 종로구 돈화문로11다길 30,37.5735858,126.9904476,02-745-0721,토 14:00 ~ 24:00,https://place.map.kakao.com/1599567374#review
분식,도산분식 압구정점,2.9,73,437,서울 강남구 도산대로49길 10-6 젤로빌딩 1층,37.523677,127.037882,02-514-5060,"매일 12:00 ~ 20:30 · 브레이크타임 토,일 15:00 ~ 17:00",https://place.map.kakao.com/429895682#review
일식,배키욘방,3.2,98,436,서울 송파구 올림픽로32길 22-23 1층,37.5134512,127.1083294,02-418-7773,"매일 11:30 ~ 21:00 · 브레이크타임2 토,일 15:30 ~ 17:00",https://place.map.kakao.com/1574612084#review
이탈리안,빠레뜨한남,2.9,80,435,서울 용산구 이태원로54길 16-7 1층,37.5372828,127.0025103,070-8873-5433,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:30 ~ 17:00,https://place.map.kakao.com/1251846939#review
일식,이치젠,3.4,120,434,서울 마포구 포은로 109 1층 101호,37.5567545,126.904444,070-7740-0321,크타임화~토 14:30 ~ 17:00,https://place.map.kakao.com/132500108#review
일식,이이요,4.1,109,433,서울 광진구 능동로32길 6,37.5551566,127.0789008,02-3437-2225,크타임월~토 14:30 ~ 17:00,https://place.map.kakao.com/861945610#review
일식,도토리브라더스,3.4,148,433,서울 종로구 경희궁길 41 1층,37.5728809,126.9692516,02-737-2224,크타임매일 15:30 ~ 17:00,https://place.map.kakao.com/201791029#review
햄버거,크라이치즈버거 삼성역점,4.1,149,432,서울 강남구 테헤란로 616 미래에셋벤처타워 지하1층,37.5090055,127.0652677,02-566-6244,매일 11:00 ~ 21:30,https://place.map.kakao.com/586363951#review
"육류,고기",남영돈,4.2,90,428,서울 용산구 한강대로80길 17 1층,37.5427103,126.9737624,,"토,일 15:00 ~ 22:00",https://place.map.kakao.com/1228257268#review
